order_id,email_count,call_count,first_response_time_hours,followup_count
ORD000528,1,0,3.73,0
ORD000529,1,0,3.52,0
ORD000530,1,1,2.89,1
ORD000531,0,0,3.29,0
ORD000532,2,1,2.18,2
ORD000533,0,0,5.04,0
ORD000534,0,2,4.99,1
ORD000535,0,0,2.08,0
ORD000536,1,0,5.13,0
ORD000537,2,1,13.46,2
ORD000538,1,2,1.75,2
ORD000539,0,1,3.53,0
ORD000540,0,0,1.44,0
ORD000541,1,1,3.74,1
ORD000542,2,1,3.36,2
ORD000543,1,0,1.53,0
ORD000544,0,0,1.95,0
ORD000545,2,1,1.76,2
ORD000546,2,1,1.73,2
ORD000547,0,1,3.39,0
ORD000548,1,0,3.37,0
ORD000549,0,0,2.86,0
ORD000550,0,2,4.62,1
ORD000551,1,1,10.58,1
ORD000552,0,0,4.43,0
ORD000553,3,0,1.89,2
ORD000554,0,0,2.36,0
ORD000555,1,1,5.3,1
ORD000556,3,1,5.29,3
ORD000557,0,2,2.88,1
ORD000558,1,0,2.9,0
ORD000559,2,0,2.46,1
ORD000560,3,0,3.21,2
ORD000561,2,1,1.21,2
ORD000562,0,0,6.09,0
ORD000563,0,0,2.23,0
ORD000564,1,0,2.1,0
ORD000565,2,0,6.95,1
ORD000566,3,0,1.85,2
ORD000567,0,1,3.94,0
ORD000568,1,0,3.57,0
ORD000569,1,1,7.95,1
ORD000570,2,0,0.98,1
ORD000571,0,2,2.52,1
ORD000572,0,0,2.54,0
ORD000573,0,0,1.75,0
ORD000574,2,0,10.43,1
ORD000575,3,1,2.81,3
ORD000576,1,0,3.17,0
ORD000577,0,0,4.27,0
ORD000578,0,1,1.53,0
ORD000579,1,0,2.13,0
ORD000580,0,0,1.8,0
ORD000581,0,2,8.96,1
ORD000582,3,1,1.66,3
ORD000583,2,1,2.08,2
ORD000584,1,0,2.01,0
ORD000585,0,0,3.85,0
ORD000586,1,0,2.11,0
ORD000587,1,2,3.88,2
ORD000588,1,2,3.34,2
ORD000589,1,1,2.62,1
ORD000590,1,1,2.59,1
ORD000591,0,2,0.62,1
ORD000592,3,1,4.66,3
ORD000593,0,0,5.92,0
ORD000594,0,0,3.48,0
ORD000595,0,1,6.45,0
ORD000596,2,3,7.64,4
ORD000597,2,1,1.78,2
ORD000598,2,0,3.86,1
ORD000599,2,1,9.96,2
ORD000600,0,3,2.03,2
ORD000601,0,0,10.14,0
ORD000602,0,1,2.41,0
ORD000603,2,1,4.49,2
ORD000604,0,0,4.85,0
ORD000605,2,0,0.45,1
ORD000606,0,1,2.99,0
ORD000607,1,0,2.77,0
ORD000608,1,1,1.38,1
ORD000609,1,1,3.85,1
ORD000610,0,2,3.57,1
ORD000611,0,0,3.28,0
ORD000612,2,0,1.26,1
ORD000613,2,0,4.28,1
ORD000614,1,0,3.28,0
ORD000615,1,0,3.85,0
ORD000616,1,0,3.0,0
ORD000617,1,0,6.79,0
ORD000618,0,0,5.37,0
ORD000619,0,0,2.71,0
ORD000620,0,0,1.09,0
ORD000621,1,0,2.42,0
ORD000622,0,0,4.31,0
ORD000623,1,0,3.3,0
ORD000624,2,2,4.33,3
ORD000625,1,2,2.59,2
ORD000626,0,0,3.01,0
ORD000627,1,0,6.17,0
ORD000628,2,0,1.31,1
ORD000629,1,1,2.61,1
ORD000630,1,0,0.78,0
ORD000631,1,1,8.02,1
ORD000632,0,0,0.85,0
ORD000633,0,0,4.11,0
ORD000634,1,0,4.83,0
ORD000635,3,0,3.04,2
ORD000636,1,1,2.65,1
ORD000637,1,0,2.68,0
ORD000638,1,1,1.14,1
ORD000639,1,0,6.85,0
ORD000640,0,0,4.68,0
ORD000641,1,0,2.85,0
ORD000642,0,2,1.13,1
ORD000643,0,1,4.12,0
ORD000644,2,1,3.35,2
ORD000645,2,1,1.83,2
ORD000646,4,0,4.06,3
ORD000647,0,0,2.46,0
ORD000648,0,1,1.33,0
ORD000649,0,0,2.39,0
ORD000650,2,2,3.19,3
ORD000651,1,0,2.02,0
ORD000652,4,0,5.67,3
ORD000653,1,0,2.19,0
ORD000654,1,0,3.02,0
ORD000655,0,0,6.47,0
ORD000656,0,1,3.5,0
ORD000657,1,0,2.3,0
ORD000658,1,0,8.49,0
ORD000659,0,0,5.23,0
ORD000660,1,0,2.66,0
ORD000661,1,1,4.42,1
ORD000662,2,0,5.34,1
ORD000663,2,1,1.81,2
ORD000664,0,0,4.9,0
ORD000665,1,0,1.93,0
ORD000666,1,0,1.78,0
ORD000667,1,1,14.19,1
ORD000668,1,1,1.41,1
ORD000669,1,0,1.07,0
ORD000670,2,0,1.67,1
ORD000671,1,0,6.3,0
ORD000672,2,0,2.75,1
ORD000673,2,0,3.41,1
ORD000674,2,0,2.69,1
ORD000675,2,1,2.01,2
ORD000676,1,1,2.15,1
ORD000677,3,1,3.76,3
ORD000678,0,0,3.22,0
ORD000679,1,1,1.22,1
ORD000680,0,3,2.88,2
ORD000681,2,0,1.58,1
ORD000682,2,0,3.77,1
ORD000683,1,0,0.98,0
ORD000684,0,2,1.24,1
ORD000685,0,2,1.4,1
ORD000686,0,0,5.88,0
ORD000687,2,0,0.92,1
ORD000688,2,0,0.71,1
ORD000689,0,0,2.44,0
ORD000690,0,0,1.69,0
ORD000691,1,0,1.29,0
ORD000692,2,1,2.66,2
ORD000693,0,0,4.53,0
ORD000694,1,1,8.02,1
ORD000695,1,1,2.39,1
ORD000696,1,2,0.78,2
ORD000697,0,0,0.79,0
ORD000698,2,1,4.65,2
ORD000699,0,0,0.93,0
ORD000700,2,0,2.08,1
ORD000701,1,1,2.43,1
ORD000702,1,1,4.78,1
ORD000703,3,0,1.26,2
ORD000704,2,1,4.55,2
ORD000705,1,0,0.93,0
ORD000706,1,0,6.24,0
ORD000707,0,0,7.57,0
ORD000708,1,0,1.06,0
ORD000709,0,0,4.54,0
ORD000710,2,1,1.57,2
ORD000711,0,0,2.95,0
ORD000712,2,0,2.83,1
ORD000713,1,0,3.59,0
ORD000714,1,0,2.15,0
ORD000715,0,0,5.91,0
ORD000716,1,0,2.98,0
ORD000717,1,1,5.64,1
ORD000718,0,3,8.08,2
ORD000719,1,0,1.23,0
ORD000720,1,3,3.67,3
ORD000721,0,0,4.34,0
ORD000722,1,2,5.01,2
ORD000723,0,3,4.58,2
ORD000724,0,1,2.41,0
ORD000725,0,0,0.71,0
ORD000726,0,0,2.68,0
ORD000727,0,0,1.66,0
ORD000728,0,1,1.67,0
ORD000729,1,2,2.21,2
ORD000730,0,0,4.1,0
ORD000731,1,0,9.82,0
ORD000732,1,1,2.08,1
ORD000733,2,0,10.58,1
ORD000734,0,0,3.92,0
ORD000735,1,1,4.56,1
ORD000736,1,1,5.4,1
ORD000737,0,0,1.08,0
ORD000738,1,1,1.1,1
ORD000739,0,1,4.92,0
ORD000740,1,0,1.47,0
ORD000741,0,1,2.27,0
ORD000742,1,0,1.41,0
ORD000743,0,0,2.37,0
ORD000744,0,1,1.74,0
ORD000745,0,1,6.93,0
ORD000746,1,0,2.43,0
ORD000747,1,1,5.78,1
ORD000748,1,0,0.63,0
ORD000749,1,0,0.98,0
ORD000750,2,2,1.59,3
ORD000751,1,0,1.75,0
ORD000752,2,1,0.75,2
ORD000753,2,1,2.83,2
ORD000754,1,0,2.04,0
ORD000755,1,0,10.3,0
ORD000756,2,1,8.89,2
ORD000757,3,0,1.46,2
ORD000758,1,1,1.94,1
ORD000759,1,1,4.72,1
ORD000760,2,1,4.1,2
ORD000761,1,0,2.16,0
ORD000762,0,1,5.79,0
ORD000763,1,0,2.52,0
ORD000764,1,0,2.11,0
ORD000765,2,0,5.58,1
ORD000766,1,0,5.06,0
ORD000767,2,0,4.3,1
ORD000768,0,0,4.93,0
ORD000769,1,1,3.27,1
ORD000770,2,0,3.64,1
ORD000771,3,2,4.77,4
ORD000772,1,0,4.68,0
ORD000773,1,1,3.45,1
ORD000774,1,1,5.69,1
ORD000775,0,0,1.43,0
ORD000776,1,0,2.16,0
ORD000777,2,0,2.13,1
ORD000778,0,1,4.53,0
ORD000779,0,1,5.05,0
ORD000780,0,2,2.44,1
ORD000781,0,0,1.73,0
ORD000782,1,2,1.04,2
ORD000783,1,0,2.37,0
ORD000784,3,0,2.3,2
ORD000785,1,0,1.57,0
ORD000786,0,0,2.42,0
ORD000787,1,0,5.55,0
ORD000788,1,1,9.21,1
ORD000789,0,1,3.24,0
ORD000790,1,2,3.03,2
ORD000791,0,1,2.06,0
ORD000792,0,0,1.54,0
ORD000793,2,2,2.3,3
ORD000794,0,0,4.32,0
ORD000795,3,1,2.46,3
ORD000796,2,0,5.37,1
ORD000797,0,0,2.27,0
ORD000798,2,1,2.69,2
ORD000799,0,0,1.63,0
ORD000800,0,0,1.83,0
ORD000801,0,1,5.91,0
ORD000802,0,1,1.87,0
ORD000803,1,0,2.26,0
ORD000804,0,0,2.61,0
ORD000805,0,1,8.89,0
ORD000806,1,0,4.37,0
ORD000807,1,0,2.61,0
ORD000808,1,0,8.78,0
ORD000809,3,2,2.4,4
ORD000810,3,0,1.35,2
ORD000811,1,2,4.73,2
ORD000812,0,1,1.67,0
ORD000813,3,1,4.07,3
ORD000814,1,0,8.14,0
ORD000815,0,2,3.26,1
ORD000816,1,0,0.62,0
ORD000817,0,1,8.42,0
ORD000818,2,1,2.1,2
ORD000819,0,1,1.48,0
ORD000820,0,0,4.88,0
ORD000821,0,1,2.02,0
ORD000822,0,0,3.79,0
ORD000823,0,0,13.45,0
ORD000824,2,1,3.89,2
ORD000825,1,1,1.73,1
ORD000826,1,2,8.78,2
ORD000827,2,0,8.47,1
ORD000828,1,0,3.28,0
ORD000829,2,0,4.88,1
ORD000830,2,2,4.75,3
ORD000831,0,0,2.24,0
ORD000832,0,3,7.69,2
ORD000833,1,2,2.83,2
ORD000834,2,0,2.67,1
ORD000835,1,1,2.72,1
ORD000836,0,1,3.09,0
ORD000837,1,0,3.08,0
ORD000838,1,0,2.5,0
ORD000839,0,1,2.99,0
ORD000840,1,2,5.35,2
ORD000841,2,0,3.37,1
ORD000842,1,1,7.19,1
ORD000843,0,1,1.9,0
ORD000844,2,0,3.26,1
ORD000845,0,0,8.83,0
ORD000846,1,1,8.9,1
ORD000847,1,2,7.55,2
ORD000848,1,2,1.73,2
ORD000849,3,0,2.86,2
ORD000850,2,2,3.53,3
ORD000851,1,1,1.68,1
ORD000852,1,0,5.27,0
ORD000853,0,0,0.71,0
ORD000854,1,0,3.56,0
ORD000855,1,0,3.12,0
ORD000856,0,1,1.77,0
ORD000857,2,0,3.16,1
ORD000858,0,0,4.1,0
ORD000859,2,2,0.72,3
ORD000860,1,1,3.56,1
ORD000861,3,0,3.65,2
ORD000862,1,1,1.35,1
ORD000863,0,2,2.29,1
ORD000864,1,0,1.08,0
ORD000865,1,0,2.28,0
ORD000866,1,0,5.48,0
ORD000867,1,0,2.52,0
ORD000868,2,0,2.8,1
ORD000869,0,0,5.82,0
ORD000870,2,0,2.5,1
ORD000871,2,2,1.28,3
